Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
2015-03-04;09:00:00;6,1;1567;-200;28;1502;959;399;205;1848;1913;5;69,4;0,6118
2015-03-04;10:00:00;4,6;1334;-200;15,8;1174;744;524;216;1432;1643;6,5;60,9;0,5919
2015-03-04;11:00:00;3,3;1280;-200;15,5;1165;583;533;192;1435;1605;7,6;59,8;0,6245
2015-03-04;12:00:00;3,3;1330;-200;14,9;1145;597;537;188;1399;1668;8,6;57,6;0,6471
2015-03-04;13:00:00;3,4;1349;-200;16,4;1193;550;507;189;1493;1710;10,9;52,4;0,6826
2015-03-04;14:00:00;3,6;1349;-200;15,6;1167;499;515;192;1443;1632;12,3;48,3;0,6871
2015-03-04;15:00:00;3,9;1344;-200;16,1;1182;470;525;194;1411;1545;12,5;43,4;0,6298
2015-03-04;16:00:00;4,8;1337;-200;16,6;1198;568;521;217;1401;1557;11,9;42,3;0,5902
2015-03-04;17:00:00;3,9;1316;-200;15,9;1177;525;544;178;1392;1529;12,3;41,2;0,5867
2015-03-04;18:00:00;3,6;1253;-200;13,3;1094;481;575;183;1327;1430;10,8;48,1;0,6235
2015-03-04;19:00:00;3,6;1258;-200;14,9;1144;414;558;189;1336;1509;8,9;52,5;0,5996
2015-03-04;20:00:00;4,6;1326;-200;18,5;1253;565;514;225;1479;1615;8,4;54,7;0,6057
2015-03-04;21:00:00;2,3;1109;-200;7,9;896;303;710;175;1132;1242;7,5;58,7;0,6112
2015-03-04;22:00:00;1,6;1029;-200;5;762;221;820;153;1049;1065;6,9;60;0,5977
2015-03-04;23:00:00;1,8;1112;-200;6,5;833;260;759;156;1104;1180;6,6;61,3;0,5995
2015-03-05;00:00:00;2,2;1100;-200;6;810;327;768;172;1070;1158;6,3;59,8;0,5761
2015-03-05;01:00:00;2,1;1136;-200;6,8;849;344;715;164;1132;1216;5,4;65,8;0,5935
2015-03-05;02:00:00;1,7;1000;-200;4;712;270;848;157;989;971;5,8;59,6;0,5523
2015-03-05;03:00:00;1,5;1041;-200;4,4;732;-200;789;-200;1003;1076;4,9;62,6;0,5477
2015-03-05;04:00:00;-200;1009;-200;4;710;191;819;136;974;1011;4,4;63,9;0,5385
2015-03-05;05:00:00;1,1;975;-200;3,5;681;136;889;110;948;813;4,2;62,5;0,5191
2015-03-05;06:00:00;1,1;993;-200;4,3;727;194;810;128;989;1001;3,1;68,6;0,5302
2015-03-05;07:00:00;0,8;872;-200;2;587;168;1082;132;866;655;4,6;54,6;0,4682
2015-03-05;08:00:00;1,3;1017;-200;6,1;818;254;842;156;1034;933;5;54,5;0,4788
2015-03-05;09:00:00;2,3;1070;-200;8,7;928;410;701;185;1112;1088;7;48,1;0,4847
2015-03-05;10:00:00;1,1;915;-200;3,1;658;166;957;121;866;562;10;37,7;0,4643
2015-03-05;11:00:00;1,1;978;-200;5,2;772;162;870;117;955;586;13;30,3;0,452
2015-03-05;12:00:00;1,5;968;-200;5,3;777;188;830;133;929;617;14;28,1;0,4476
2015-03-05;13:00:00;1,6;1008;-200;6,7;843;199;787;136;998;705;13,3;28,9;0,4399
2015-03-05;14:00:00;2,2;1025;-200;8,3;913;272;724;162;1035;814;13,4;29;0,4436
2015-03-05;15:00:00;1,5;983;-200;5,9;806;180;820;132;966;615;13,5;28,3;0,4374
2015-03-05;16:00:00;1,8;1018;-200;7,3;868;255;751;162;1015;804;13;29,7;0,442
2015-03-05;17:00:00;2;1101;-200;8,4;916;251;721;159;1125;861;11,6;38,7;0,5271
2015-03-05;18:00:00;1,9;1116;-200;7,7;888;258;695;156;1176;980;8,6;56,3;0,6312
2015-03-05;19:00:00;2,5;1161;-200;9,1;945;344;654;177;1205;1077;8,5;57,9;0,6435
2015-03-05;20:00:00;2,6;1212;-200;10,9;1010;380;622;185;1284;1214;7,8;63,4;0,6735
2015-03-05;21:00:00;3,2;1225;-200;10,2;985;464;635;199;1255;1169;7,2;69,5;0,7084
2015-03-05;22:00:00;2,2;1154;-200;7,8;891;304;697;166;1197;1079;6,5;74,7;0,7248
2015-03-05;23:00:00;1,9;1140;-200;7;856;258;707;152;1171;1147;6,5;73,9;0,7224
